file,precision,registers,version,block,sort,kernel time,total time
3_RANDCONSTWIDTH,double,32,4,512,w,7151758,7156263
3_RANDCONSTWIDTH,double,32,4,512,W,7424191,7429042
3_RANDCONSTWIDTH,double,32,4,1024,-,13831347,13835232
3_RANDCONSTWIDTH,double,32,4,1024,h,8672725,8677559
3_RANDCONSTWIDTH,double,32,4,1024,H,9119817,9124490
3_RANDCONSTWIDTH,double,32,4,1024,w,8674812,8679588
3_RANDCONSTWIDTH,double,32,4,1024,W,9122889,9128000
4_SKEWED,float,-,4,256,-,27727632,27727636
4_SKEWED,float,-,4,256,h,20087695,20094375
4_SKEWED,float,-,4,256,H,20135965,20142264
4_SKEWED,float,-,4,256,w,19746269,19753703
4_SKEWED,float,-,4,256,W,19953696,19960468
4_SKEWED,float,-,4,512,-,27727632,27727636
4_SKEWED,float,-,4,512,h,21628566,21635508
4_SKEWED,float,-,4,512,H,20675145,20681676
4_SKEWED,float,-,4,512,w,20451589,20457826
4_SKEWED,float,-,4,512,W,20578453,20585116
4_SKEWED,float,-,4,1024,-,27727632,27727636
4_SKEWED,float,-,4,1024,h,22159019,22165600
4_SKEWED,float,-,4,1024,H,20676054,20682998
4_SKEWED,float,-,4,1024,w,20722146,20729010
4_SKEWED,float,-,4,1024,W,20634020,20640354
4_SKEWED,float,32,4,256,-,10278688,10278692
4_SKEWED,float,32,4,256,h,10278688,10278692
4_SKEWED,float,32,4,256,H,10278688,10278692
4_SKEWED,float,32,4,256,w,10278688,10278692
4_SKEWED,float,32,4,256,W,10278688,10278692
4_SKEWED,float,32,4,512,-,10278688,10278692
4_SKEWED,float,32,4,512,h,10278688,10278692
4_SKEWED,float,32,4,512,H,10278688,10278692
4_SKEWED,float,32,4,512,w,10278688,10278692
4_SKEWED,float,32,4,512,W,10278688,10278692
4_SKEWED,float,32,4,1024,-,10278688,10278692
4_SKEWED,float,32,4,1024,h,10278688,10278692
4_SKEWED,float,32,4,1024,H,10278688,10278692
4_SKEWED,float,32,4,1024,w,10278688,10278692
4_SKEWED,float,32,4,1024,W,10278688,10278692
4_SKEWED,double,-,4,256,-,35440400,35440404
4_SKEWED,double,-,4,256,h,35440400,35440404
4_SKEWED,double,-,4,256,H,35440400,35440404
4_SKEWED,double,-,4,256,w,35440400,35440404
4_SKEWED,double,-,4,256,W,35440400,35440404
4_SKEWED,double,-,4,512,-,35440400,35440404
4_SKEWED,double,-,4,512,h,35440400,35440404
4_SKEWED,double,-,4,512,H,35440400,35440404
4_SKEWED,double,-,4,512,w,35440400,35440404
4_SKEWED,double,-,4,512,W,35440400,35440404
4_SKEWED,double,-,4,1024,-,35440400,35440404
4_SKEWED,double,-,4,1024,h,35440400,35440404
4_SKEWED,double,-,4,1024,H,35440400,35440404
4_SKEWED,double,-,4,1024,w,35440400,35440404
4_SKEWED,double,-,4,1024,W,35440400,35440404
4_SKEWED,double,32,4,256,-,40953632,40953636
4_SKEWED,double,32,4,256,h,40953632,40953636
4_SKEWED,double,32,4,256,H,40953632,40953636
4_SKEWED,double,32,4,256,w,40953632,40953636
4_SKEWED,double,32,4,256,W,40953632,40953636
4_SKEWED,double,32,4,512,-,40953632,40953636
4_SKEWED,double,32,4,512,h,40953632,40953636
4_SKEWED,double,32,4,512,H,40953632,40953636
4_SKEWED,double,32,4,512,w,40953632,40953636
4_SKEWED,double,32,4,512,W,40953632,40953636
4_SKEWED,double,32,4,1024,-,40953632,40953636
4_SKEWED,double,32,4,1024,h,40953632,40953636
4_SKEWED,double,32,4,1024,H,40953632,40953636
4_SKEWED,double,32,4,1024,w,40953632,40953636
4_SKEWED,double,32,4,1024,W,40953632,40953636
5_SKEWEDCONSTHEIGHT,float,-,4,256,-,2035625,2039340
5_SKEWEDCONSTHEIGHT,float,-,4,256,h,967980,972361
5_SKEWEDCONSTHEIGHT,float,-,4,256,H,890619,895043
5_SKEWEDCONSTHEIGHT,float,-,4,256,w,940442,944869
5_SKEWEDCONSTHEIGHT,float,-,4,256,W,879590,884015
5_SKEWEDCONSTHEIGHT,float,-,4,512,-,2659598,2663987
5_SKEWEDCONSTHEIGHT,float,-,4,512,h,1510851,1515892
5_SKEWEDCONSTHEIGHT,float,-,4,512,H,1150774,1155848
5_SKEWEDCONSTHEIGHT,float,-,4,512,w,941376,946397
5_SKEWEDCONSTHEIGHT,float,-,4,512,W,910403,915376
5_SKEWEDCONSTHEIGHT,float,-,4,1024,-,2851623,2855635
5_SKEWEDCONSTHEIGHT,float,-,4,1024,h,1739280,1744562
5_SKEWEDCONSTHEIGHT,float,-,4,1024,H,1362961,1368007
5_SKEWEDCONSTHEIGHT,float,-,4,1024,w,959486,964454
5_SKEWEDCONSTHEIGHT,float,-,4,1024,W,953187,958175
5_SKEWEDCONSTHEIGHT,float,32,4,256,-,1810353,1813946
5_SKEWEDCONSTHEIGHT,float,32,4,256,h,1053173,1057761
5_SKEWEDCONSTHEIGHT,float,32,4,256,H,1071873,1076439
5_SKEWEDCONSTHEIGHT,float,32,4,256,w,1093199,1097678
5_SKEWEDCONSTHEIGHT,float,32,4,256,W,1046483,1050957
5_SKEWEDCONSTHEIGHT,float,32,4,512,-,1950500,1954081
5_SKEWEDCONSTHEIGHT,float,32,4,512,h,1055596,1060055
5_SKEWEDCONSTHEIGHT,float,32,4,512,H,1068481,1072955
5_SKEWEDCONSTHEIGHT,float,32,4,512,w,1102044,1106690
5_SKEWEDCONSTHEIGHT,float,32,4,512,W,1089169,1093759
5_SKEWEDCONSTHEIGHT,float,32,4,1024,-,2159056,2162541
5_SKEWEDCONSTHEIGHT,float,32,4,1024,h,1349350,1353807
5_SKEWEDCONSTHEIGHT,float,32,4,1024,H,1056189,1060689
5_SKEWEDCONSTHEIGHT,float,32,4,1024,w,1285636,1290089
5_SKEWEDCONSTHEIGHT,float,32,4,1024,W,1218378,1222825
5_SKEWEDCONSTHEIGHT,double,-,4,256,-,8092299,8097534
5_SKEWEDCONSTHEIGHT,double,-,4,256,h,2552223,2559386
5_SKEWEDCONSTHEIGHT,double,-,4,256,H,2503874,2511506
5_SKEWEDCONSTHEIGHT,double,-,4,256,w,2285954,2293131
5_SKEWEDCONSTHEIGHT,double,-,4,256,W,2136737,2144018
5_SKEWEDCONSTHEIGHT,double,-,4,512,-,8626354,8631529
5_SKEWEDCONSTHEIGHT,double,-,4,512,h,3253295,3260924
5_SKEWEDCONSTHEIGHT,double,-,4,512,H,2561985,2569128
5_SKEWEDCONSTHEIGHT,double,-,4,512,w,2822022,2829169
5_SKEWEDCONSTHEIGHT,double,-,4,512,W,2617723,2624890
5_SKEWEDCONSTHEIGHT,double,-,4,1024,-,9492476,9497575
5_SKEWEDCONSTHEIGHT,double,-,4,1024,h,3969313,3976522
5_SKEWEDCONSTHEIGHT,double,-,4,1024,H,3071388,3078530
5_SKEWEDCONSTHEIGHT,double,-,4,1024,w,4090245,4097398
5_SKEWEDCONSTHEIGHT,double,-,4,1024,W,3804099,3811267
5_SKEWEDCONSTHEIGHT,double,32,4,256,-,8365106,8370240
5_SKEWEDCONSTHEIGHT,double,32,4,256,h,2865708,2872862
5_SKEWEDCONSTHEIGHT,double,32,4,256,H,3644216,3651441
5_SKEWEDCONSTHEIGHT,double,32,4,256,w,2790421,2797678
5_SKEWEDCONSTHEIGHT,double,32,4,256,W,2625931,2633089
5_SKEWEDCONSTHEIGHT,double,32,4,512,-,8409642,8414554
5_SKEWEDCONSTHEIGHT,double,32,4,512,h,2821793,2829439
5_SKEWEDCONSTHEIGHT,double,32,4,512,H,2725408,2732568
5_SKEWEDCONSTHEIGHT,double,32,4,512,w,3390912,3398087
5_SKEWEDCONSTHEIGHT,double,32,4,512,W,3270360,3277559
5_SKEWEDCONSTHEIGHT,double,32,4,1024,-,9069647,9074354
5_SKEWEDCONSTHEIGHT,double,32,4,1024,h,3601386,3608972
5_SKEWEDCONSTHEIGHT,double,32,4,1024,H,3013334,3020552
5_SKEWEDCONSTHEIGHT,double,32,4,1024,w,6093259,6100459
5_SKEWEDCONSTHEIGHT,double,32,4,1024,W,4369487,4377150
6_SKEWEDCONSTWIDTH,float,-,4,256,-,7313653,7319016
6_SKEWEDCONSTWIDTH,float,-,4,256,h,1638705,1644083
6_SKEWEDCONSTWIDTH,float,-,4,256,H,1536243,1541808
6_SKEWEDCONSTWIDTH,float,-,4,256,w,1048607,1054042
6_SKEWEDCONSTWIDTH,float,-,4,256,W,972950,978416
6_SKEWEDCONSTWIDTH,float,-,4,512,-,8391499,8396387
6_SKEWEDCONSTWIDTH,float,-,4,512,h,2291121,2296566
6_SKEWEDCONSTWIDTH,float,-,4,512,H,1569603,1575004
6_SKEWEDCONSTWIDTH,float,-,4,512,w,1052057,1058502
6_SKEWEDCONSTWIDTH,float,-,4,512,W,1056664,1062988
6_SKEWEDCONSTWIDTH,float,-,4,1024,-,8843439,8849245
6_SKEWEDCONSTWIDTH,float,-,4,1024,h,3194770,3201031
6_SKEWEDCONSTWIDTH,float,-,4,1024,H,2328849,2335091
6_SKEWEDCONSTWIDTH,float,-,4,1024,w,1192969,1199407
6_SKEWEDCONSTWIDTH,float,-,4,1024,W,1059235,1064677
6_SKEWEDCONSTWIDTH,float,32,4,256,-,5956280,5961347
6_SKEWEDCONSTWIDTH,float,32,4,256,h,1834178,1840285
6_SKEWEDCONSTWIDTH,float,32,4,256,H,1827708,1833195
6_SKEWEDCONSTWIDTH,float,32,4,256,w,1299758,1305391
6_SKEWEDCONSTWIDTH,float,32,4,256,W,1212976,1218498
6_SKEWEDCONSTWIDTH,float,32,4,512,-,6194667,6200132
6_SKEWEDCONSTWIDTH,float,32,4,512,h,1921473,1927023
6_SKEWEDCONSTWIDTH,float,32,4,512,H,1839697,1845166
6_SKEWEDCONSTWIDTH,float,32,4,512,w,1278499,1284098
6_SKEWEDCONSTWIDTH,float,32,4,512,W,1395480,1400948
6_SKEWEDCONSTWIDTH,float,32,4,1024,-,6598492,6603477
6_SKEWEDCONSTWIDTH,float,32,4,1024,h,2553983,2559625
6_SKEWEDCONSTWIDTH,float,32,4,1024,H,2064122,2069599
6_SKEWEDCONSTWIDTH,float,32,4,1024,w,1497893,1503326
6_SKEWEDCONSTWIDTH,float,32,4,1024,W,1396470,1401798
