file,precision,registers,version,block,sort,kernel time,total time
2_RANDCONSTHEIGHT,float,-,3,1024,-,386180,393804
2_RANDCONSTHEIGHT,float,-,3,1024,h,375532,386163
2_RANDCONSTHEIGHT,float,-,3,1024,H,375697,386089
2_RANDCONSTHEIGHT,float,-,3,1024,w,375584,385855
2_RANDCONSTHEIGHT,float,-,3,1024,W,375804,386904
2_RANDCONSTHEIGHT,float,32,3,1024,-,314878,320835
2_RANDCONSTHEIGHT,float,32,3,1024,h,300377,310575
2_RANDCONSTHEIGHT,float,32,3,1024,H,300763,311229
2_RANDCONSTHEIGHT,float,32,3,1024,w,300322,312305
2_RANDCONSTHEIGHT,float,32,3,1024,W,300645,310723
2_RANDCONSTHEIGHT,double,-,3,1024,-,995856,1003462
2_RANDCONSTHEIGHT,double,-,3,1024,h,937475,958679
2_RANDCONSTHEIGHT,double,-,3,1024,H,936822,956424
2_RANDCONSTHEIGHT,double,-,3,1024,w,937402,957434
2_RANDCONSTHEIGHT,double,-,3,1024,W,936836,956524
2_RANDCONSTHEIGHT,double,32,3,1024,-,890488,898633
2_RANDCONSTHEIGHT,double,32,3,1024,h,839755,859918
2_RANDCONSTHEIGHT,double,32,3,1024,H,841134,860874
2_RANDCONSTHEIGHT,double,32,3,1024,w,841156,860678
2_RANDCONSTHEIGHT,double,32,3,1024,W,843526,863259
3_RANDCONSTWIDTH,float,-,3,1024,-,6448248,6451517
3_RANDCONSTWIDTH,float,-,3,1024,h,3489767,3493173
3_RANDCONSTWIDTH,float,-,3,1024,H,3453892,3457030
3_RANDCONSTWIDTH,float,-,3,1024,w,3491832,3494995
3_RANDCONSTWIDTH,float,-,3,1024,W,3454395,3457631
3_RANDCONSTWIDTH,float,32,3,1024,-,4900161,4902866
3_RANDCONSTWIDTH,float,32,3,1024,h,2891698,2894864
3_RANDCONSTWIDTH,float,32,3,1024,H,2851956,2855046
3_RANDCONSTWIDTH,float,32,3,1024,w,2888931,2892163
3_RANDCONSTWIDTH,float,32,3,1024,W,2844634,2847736
3_RANDCONSTWIDTH,double,-,3,1024,-,14076901,14081150
3_RANDCONSTWIDTH,double,-,3,1024,h,9653114,9657914
3_RANDCONSTWIDTH,double,-,3,1024,H,9557290,9561961
3_RANDCONSTWIDTH,double,-,3,1024,w,9653559,9658505
3_RANDCONSTWIDTH,double,-,3,1024,W,9558867,9563596
3_RANDCONSTWIDTH,double,32,3,1024,-,11760649,11765026
3_RANDCONSTWIDTH,double,32,3,1024,h,8702297,8707003
3_RANDCONSTWIDTH,double,32,3,1024,H,8492849,8497846
3_RANDCONSTWIDTH,double,32,3,1024,w,8690654,8695633
