file,precision,registers,version,block,sort,kernel time,total time
unif_hw_100000,double,-,4,1024,h,7198439,7212929
unif_hw_100000,double,-,4,1024,H,7200081,7213618
unif_hw_100000,double,-,4,1024,w,7200185,7213767
unif_hw_100000,double,-,4,1024,W,7198390,7228917
unif_hw_100000,double,32,4,256,h,8349230,8364625
unif_hw_100000,double,32,4,256,H,8353825,8367814
unif_hw_100000,double,32,4,256,w,8342910,8356759
unif_hw_100000,double,32,4,256,W,8350712,8365147
unif_hw_100000,double,32,4,512,h,8322073,8335697
unif_hw_100000,double,32,4,512,H,8356110,8369546
unif_hw_100000,double,32,4,512,w,8317865,8331572
unif_hw_100000,double,32,4,512,W,8318346,8331986
unif_hw_100000,double,32,4,1024,h,8660225,8673935
unif_hw_100000,double,32,4,1024,H,8659797,8672976
unif_hw_100000,double,32,4,1024,w,8661150,8674332
unif_hw_100000,double,32,4,1024,W,8660243,8673444
